Filename	HiF	LoF	Species Manual ID	SppAccp	#Maj	#Accp	~Spp	1st	2nd	3rd	4th	Fc mean	Fc StdDev	Dur mean	Dur StdDev	calls/sec	mean HiFreq	mean LoFreq	mean UpprSlp	mean LwrSlp	mean TotalSlp	mean PrecedingIntvl	ParentDir	NextDirUp	FileLength(sec)	Version	AccpQuality	Max#CallsConsidered
AMPHIT1_20140709_172002.wav	x	x		x	x	x	x	x	x	x	x	x	x	x	x	Inf	x	x	x	x	x	x	AMPHIT1_July_shorts_0707_0711	AMPHIT1_July_shorts	8.00	4.22	0.80	16
AMPHIT1_20140709_172010.wav	x	x		x	x	x	x	x	x	x	x	x	x	x	x	Inf	x	x	x	x	x	x	AMPHIT1_July_shorts_0707_0711	AMPHIT1_July_shorts	8.00	4.22	0.80	16
AMPHIT1_20140709_172018.wav	x	x		x	x	x	x	x	x	x	x	x	x	x	x	Inf	x	x	x	x	x	x	AMPHIT1_July_shorts_0707_0711	AMPHIT1_July_shorts	8.00	4.22	0.80	16
AMPHIT1_20140709_172034.wav	x	x		x	x	x	x	x	x	x	x	x	x	x	x	Inf	x	x	x	x	x	x	AMPHIT1_July_shorts_0707_0711	AMPHIT1_July_shorts	8.00	4.22	0.80	16
AMPHIT1_20140709_172050.wav	x	x		x	x	x	x	x	x	x	x	x	x	x	x	Inf	x	x	x	x	x	x	AMPHIT1_July_shorts_0707_0711	AMPHIT1_July_shorts	8.00	4.22	0.80	16
AMPHIT1_20140709_172114.wav	x	x		x	x	x	x	x	x	x	x	x	x	x	x	Inf	x	x	x	x	x	x	AMPHIT1_July_shorts_0707_0711	AMPHIT1_July_shorts	8.00	4.22	0.80	16
AMPHIT1_20140709_172122.wav	x	x		x	x	x	x	x	x	x	x	x	x	x	x	Inf	x	x	x	x	x	x	AMPHIT1_July_shorts_0707_0711	AMPHIT1_July_shorts	8.00	4.22	0.80	16
AMPHIT1_20140709_172130.wav	x	x		x	x	x	x	x	x	x	x	x	x	x	x	Inf	x	x	x	x	x	x	AMPHIT1_July_shorts_0707_0711	AMPHIT1_July_shorts	8.00	4.22	0.80	16
AMPHIT1_20140709_172138.wav	x	x		x	x	x	x	x	x	x	x	x	x	x	x	Inf	x	x	x	x	x	x	AMPHIT1_July_shorts_0707_0711	AMPHIT1_July_shorts	8.00	4.22	0.80	16
AMPHIT1_20140709_172154.wav	x	x		x	x	x	x	x	x	x	x	x	x	x	x	Inf	x	x	x	x	x	x	AMPHIT1_July_shorts_0707_0711	AMPHIT1_July_shorts	8.00	4.22	0.80	16
AMPHIT1_20140709_172210.wav	x	x		x	x	x	x	x	x	x	x	x	x	x	x	Inf	x	x	x	x	x	x	AMPHIT1_July_shorts_0707_0711	AMPHIT1_July_shorts	8.00	4.22	0.80	16
AMPHIT1_20140709_172226.wav	x	x		x	x	x	x	x	x	x	x	x	x	x	x	Inf	x	x	x	x	x	x	AMPHIT1_July_shorts_0707_0711	AMPHIT1_July_shorts	8.00	4.22	0.80	16
